unknown	Action	Adventure	Animation	Childrens	Comedy	Crime	Documentary	Drama	Fantasy	Film-Noir	Horror	Musical	Mystery	Romance	Sci-Fi	Thriller	War	Western	movie id	movie title	release date	video release date	IMDb URL
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_27	Bad Boys (1995)	01-Jan-1995	?	http://us.imdb.com/M/title-exact?Bad%20Boys%20(1995)
0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	movie_28	Apollo 13 (1995)	01-Jan-1995	?	http://us.imdb.com/M/title-exact?Apollo%2013%20(1995)
0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	movie_29	Batman Forever (1995)	01-Jan-1995	?	http://us.imdb.com/M/title-exact?Batman%20Forever%20(1995)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_30	Belle de jour (1967)	01-Jan-1967	?	http://us.imdb.com/M/title-exact?Belle%20de%20jour%20(1967)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	movie_31	Crimson Tide (1995)	01-Jan-1995	?	http://us.imdb.com/M/title-exact?Crimson%20Tide%20(1995)
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	movie_32	Crumb (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Crumb%20(1994)
0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	movie_33	Desperado (1995)	01-Jan-1995	?	http://us.imdb.com/M/title-exact?Desperado%20(1995)
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	movie_38	Net, The (1995)	01-Jan-1995	?	http://us.imdb.com/M/title-exact?Net,%20The%20(1995)
0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	movie_39	Strange Days (1995)	01-Jan-1995	?	http://us.imdb.com/M/title-exact?Strange%20Days%20(1995)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_40	To Wong Foo, Thanks for Everything! Julie Newmar (1995)	01-Jan-1995	?	http://us.imdb.com/M/title-exact?To%20Wong%20Foo,%20Thanks%20for%20Everything!%20Julie%20Newmar%20(1995)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_41	Billy Madison (1995)	01-Jan-1995	?	http://us.imdb.com/M/title-exact?Billy%20Madison%20(1995)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_42	Clerks (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Clerks%20(1994)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	movie_43	Disclosure (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Disclosure%20(1994)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	movie_44	Dolores Claiborne (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Dolores%20Claiborne%20(1994)
0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_45	Eat Drink Man Woman (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Yinshi%20Nan%20Nu%20(1994)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_46	Exotica (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Exotica%20(1994)
0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_47	Ed Wood (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Ed%20Wood%20(1994)
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	movie_48	Hoop Dreams (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Hoop%20Dreams%20(1994)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	movie_49	I.Q. (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?I.Q.%20(1994)
0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	movie_50	Star Wars (1977)	01-Jan-1977	?	http://us.imdb.com/M/title-exact?Star%20Wars%20(1977)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	movie_51	Legends of the Fall (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Legends%20of%20the%20Fall%20(1994)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_52	Madness of King George, The (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Madness%20of%20King%20George,%20The%20(1994)
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	movie_53	Natural Born Killers (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Natural%20Born%20Killers%20(1994)
0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	movie_54	Outbreak (1995)	01-Jan-1995	?	http://us.imdb.com/M/title-exact?Outbreak%20(1995)
0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	movie_55	Professional, The (1994)	01-Jan-1994	?	http://us.imdb.com/Title?L%E9on+(1994)
0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	movie_56	Pulp Fiction (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Pulp%20Fiction%20(1994)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_57	Priest (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Priest%20(1994)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_58	Quiz Show (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Quiz%20Show%20(1994)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_59	Three Colors: Red (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Czerwony%20(1994)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_60	Three Colors: Blue (1993)	01-Jan-1993	?	http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Niebieski%20(1993)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_61	Three Colors: White (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Bialy%20(1994)
0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	movie_62	Stargate (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Stargate%20(1994)
0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_63	Santa Clause, The (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Santa%20Clause,%20The%20(1994)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_64	Shawshank Redemption, The (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Shawshank%20Redemption,%20The%20(1994)
0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_65	What's Eating Gilbert Grape (1993)	01-Jan-1993	?	http://us.imdb.com/M/title-exact?What's%20Eating%20Gilbert%20Grape%20(1993)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	movie_66	While You Were Sleeping (1995)	01-Jan-1995	?	http://us.imdb.com/M/title-exact?While%20You%20Were%20Sleeping%20(1995)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_67	Ace Ventura: Pet Detective (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Ace%20Ventura:%20Pet%20Detective%20(1994)
0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	movie_68	Crow, The (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Crow,%20The%20(1994)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	movie_69	Forrest Gump (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Forrest%20Gump%20(1994)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	movie_70	Four Weddings and a Funeral (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Four%20Weddings%20and%20a%20Funeral%20(1994)
0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	movie_71	Lion King, The (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Lion%20King,%20The%20(1994)
0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	movie_72	Mask, The (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Mask,%20The%20(1994)
0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	movie_73	Maverick (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Maverick%20(1994)
0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	movie_76	Carlito's Way (1993)	01-Jan-1993	?	http://us.imdb.com/M/title-exact?Carlito's%20Way%20(1993)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	movie_77	Firm, The (1993)	01-Jan-1993	?	http://us.imdb.com/M/title-exact?Firm,%20The%20(1993)
0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_78	Free Willy (1993)	01-Jan-1993	?	http://us.imdb.com/M/title-exact?Free%20Willy%20(1993)
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	movie_79	Fugitive, The (1993)	01-Jan-1993	?	http://us.imdb.com/M/title-exact?Fugitive,%20The%20(1993)
0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	movie_80	Hot Shots! Part Deux (1993)	01-Jan-1993	?	http://us.imdb.com/M/title-exact?Hot%20Shots!%20Part%20Deux%20(1993)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	movie_81	Hudsucker Proxy, The (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Hudsucker%20Proxy,%20The%20(1994)
0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	movie_82	Jurassic Park (1993)	01-Jan-1993	?	http://us.imdb.com/M/title-exact?Jurassic%20Park%20(1993)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	movie_83	Much Ado About Nothing (1993)	01-Jan-1993	?	http://us.imdb.com/M/title-exact?Much%20Ado%20About%20Nothing%20(1993)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_85	Ref, The (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?Ref,%20The%20(1994)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_86	Remains of the Day, The (1993)	01-Jan-1993	?	http://us.imdb.com/M/title-exact?Remains%20of%20the%20Day,%20The%20(1993)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_87	Searching for Bobby Fischer (1993)	01-Jan-1993	?	http://us.imdb.com/M/title-exact?Searching%20for%20Bobby%20Fischer%20(1993)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	movie_88	Sleepless in Seattle (1993)	01-Jan-1993	?	http://us.imdb.com/M/title-exact?Sleepless%20in%20Seattle%20(1993)
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	movie_89	Blade Runner (1982)	01-Jan-1982	?	http://us.imdb.com/M/title-exact?Blade%20Runner%20(1982)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	movie_90	So I Married an Axe Murderer (1993)	01-Jan-1993	?	http://us.imdb.com/M/title-exact?So%20I%20Married%20an%20Axe%20Murderer%20(1993)
0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	movie_91	Nightmare Before Christmas, The (1993)	01-Jan-1993	?	http://us.imdb.com/M/title-exact?Nightmare%20Before%20Christmas,%20The%20(1993)
0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	movie_92	True Romance (1993)	01-Jan-1993	?	http://us.imdb.com/M/title-exact?True%20Romance%20(1993)
0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_93	Welcome to the Dollhouse (1995)	24-May-1996	?	http://us.imdb.com/Title?Welcome+to+the+Dollhouse+(1995)
0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_94	Home Alone (1990)	01-Jan-1990	?	http://us.imdb.com/M/title-exact?Home%20Alone%20(1990)
0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	movie_95	Aladdin (1992)	01-Jan-1992	?	http://us.imdb.com/M/title-exact?Aladdin%20(1992)
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	movie_96	Terminator 2: Judgment Day (1991)	01-Jan-1991	?	http://us.imdb.com/M/title-exact?Terminator%202:%20Judgment%20Day%20(1991)
0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	movie_97	Dances with Wolves (1990)	01-Jan-1990	?	http://us.imdb.com/M/title-exact?Dances%20with%20Wolves%20(1990)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	movie_98	Silence of the Lambs, The (1991)	01-Jan-1991	?	http://us.imdb.com/M/title-exact?Silence%20of%20the%20Lambs,%20The%20(1991)
0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	movie_99	Snow White and the Seven Dwarfs (1937)	01-Jan-1937	?	http://us.imdb.com/M/title-exact?Snow%20White%20and%20the%20Seven%20Dwarfs%20(1937)
0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	movie_100	Fargo (1996)	14-Feb-1997	?	http://us.imdb.com/M/title-exact?Fargo%20(1996)
0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	movie_101	Heavy Metal (1981)	08-Mar-1981	?	http://us.imdb.com/M/title-exact?Heavy%20Metal%20(1981)
0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_102	Aristocats, The (1970)	01-Jan-1970	?	http://us.imdb.com/M/title-exact?Aristocats,%20The%20(1970)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_105	Sgt. Bilko (1996)	29-Mar-1996	?	http://us.imdb.com/M/title-exact?Sgt.%20Bilko%20(1996)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	movie_106	Diabolique (1996)	01-Jan-1996	?	http://us.imdb.com/M/title-exact?Diabolique%20(1996)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_107	Moll Flanders (1996)	14-Jun-1996	?	http://us.imdb.com/M/title-exact?Moll%20Flanders%20(1996)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_108	Kids in the Hall: Brain Candy (1996)	12-Apr-1996	?	http://us.imdb.com/M/title-exact?Kids%20in%20the%20Hall:%20Brain%20Candy%20(1996)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	movie_109	Mystery Science Theater 3000: The Movie (1996)	19-Apr-1996	?	http://us.imdb.com/M/title-exact?Mystery%20Science%20Theater%203000:%20The%20Movie%20(1996)
0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	movie_110	Operation Dumbo Drop (1995)	01-Jan-1995	?	http://us.imdb.com/M/title-exact?Operation%20Dumbo%20Drop%20(1995)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	movie_111	Truth About Cats & Dogs, The (1996)	26-Apr-1996	?	http://us.imdb.com/M/title-exact?Truth%20About%20Cats%20&%20Dogs,%20The%20(1996)
0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_112	Flipper (1996)	10-May-1996	?	http://us.imdb.com/M/title-exact?Flipper%20(1996)
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_114	Wallace & Gromit: The Best of Aardman Animation (1996)	05-Apr-1996	?	http://us.imdb.com/Title?Wallace+%26+Gromit%3A+The+Best+of+Aardman+Animation+(1996)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_116	Cold Comfort Farm (1995)	23-Apr-1996	?	http://us.imdb.com/M/title-exact?Cold%20Comfort%20Farm%20(1995)%20(TV)
0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	movie_117	Rock, The (1996)	07-Jun-1996	?	http://us.imdb.com/M/title-exact?Rock,%20The%20(1996)
0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	movie_118	Twister (1996)	10-May-1996	?	http://us.imdb.com/M/title-exact?Twister%20(1996)
0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	movie_120	Striptease (1996)	28-Jun-1996	?	http://us.imdb.com/M/title-exact?Striptease%20(1996)
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	movie_121	Independence Day (ID4) (1996)	03-Jul-1996	?	http://us.imdb.com/M/title-exact?Independence%20Day%20(1996)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_122	Cable Guy, The (1996)	14-Jun-1996	?	http://us.imdb.com/M/title-exact?Cable%20Guy,%20The%20(1996)
0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	movie_123	Frighteners, The (1996)	19-Jul-1996	?	http://us.imdb.com/M/title-exact?Frighteners,%20The%20(1996)
0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	movie_124	Lone Star (1996)	21-Jun-1996	?	http://us.imdb.com/M/title-exact?Lone%20Star%20(1996)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	movie_125	Phenomenon (1996)	29-Jun-1996	?	http://us.imdb.com/M/title-exact?Phenomenon%20(1996)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_126	Spitfire Grill, The (1996)	06-Sep-1996	?	http://us.imdb.com/M/title-exact?Spitfire%20Grill,%20The%20(1996)
0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	movie_127	Godfather, The (1972)	01-Jan-1972	?	http://us.imdb.com/M/title-exact?Godfather,%20The%20(1972)
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	movie_128	Supercop (1992)	26-Jul-1996	?	http://us.imdb.com/M/title-exact?Police%20Story%20III:%20Supercop%20(1992)
0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	movie_129	Bound (1996)	04-Oct-1996	?	http://us.imdb.com/M/title-exact?Bound%20(1996)
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	movie_130	Kansas City (1996)	16-Aug-1996	?	http://us.imdb.com/M/title-exact?Kansas%20City%20(1996)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	movie_131	Breakfast at Tiffany's (1961)	01-Jan-1961	?	http://us.imdb.com/M/title-exact?Breakfast%20at%20Tiffany's%20(1961)
0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	movie_132	Wizard of Oz, The (1939)	01-Jan-1939	?	http://us.imdb.com/M/title-exact?Wizard%20of%20Oz,%20The%20(1939)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	movie_133	Gone with the Wind (1939)	01-Jan-1939	?	http://us.imdb.com/M/title-exact?Gone%20with%20the%20Wind%20(1939)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_134	Citizen Kane (1941)	01-Jan-1941	?	http://us.imdb.com/M/title-exact?Citizen%20Kane%20(1941)
0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	movie_135	2001: A Space Odyssey (1968)	01-Jan-1968	?	http://us.imdb.com/M/title-exact?2001:%20A%20Space%20Odyssey%20(1968)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_136	Mr. Smith Goes to Washington (1939)	01-Jan-1939	?	http://us.imdb.com/M/title-exact?Mr.%20Smith%20Goes%20to%20Washington%20(1939)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_137	Big Night (1996)	20-Sep-1996	?	http://us.imdb.com/M/title-exact?Big%20Night%20(1996)
0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_139	Love Bug, The (1969)	01-Jan-1969	?	http://us.imdb.com/M/title-exact?Love%20Bug,%20The%20(1969)
0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_140	Homeward Bound: The Incredible Journey (1993)	01-Jan-1993	?	http://us.imdb.com/M/title-exact?Homeward%20Bound:%20The%20Incredible%20Journey%20(1993)
0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	movie_141	20,000 Leagues Under the Sea (1954)	01-Jan-1954	?	http://us.imdb.com/M/title-exact?20,000%20Leagues%20Under%20the%20Sea%20(1954)
0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	movie_142	Bedknobs and Broomsticks (1971)	01-Jan-1971	?	http://us.imdb.com/M/title-exact?Bedknobs%20and%20Broomsticks%20(1971)
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	movie_143	Sound of Music, The (1965)	01-Jan-1965	?	http://us.imdb.com/M/title-exact?Sound%20of%20Music,%20The%20(1965)
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	movie_144	Die Hard (1988)	01-Jan-1988	?	http://us.imdb.com/M/title-exact?Die%20Hard%20(1988)
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	movie_145	Lawnmower Man, The (1992)	01-Jan-1992	?	http://us.imdb.com/M/title-exact?Lawnmower%20Man,%20The%20(1992)
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	movie_147	Long Kiss Goodnight, The (1996)	05-Oct-1996	?	http://us.imdb.com/M/title-exact?Long%20Kiss%20Goodnight,%20The%20(1996)
0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_148	Ghost and the Darkness, The (1996)	11-Oct-1996	?	http://us.imdb.com/M/title-exact?Ghost%20and%20the%20Darkness,%20The%20(1996)
